                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                0.85522,                 1.0932,                 1.1066,                0.89844,                0.91062,                0.95834,                0.76082,                0.75649,                0.73738,                 1.0531,             0.00028125,             0.00028125,             0.00028125
                     49,                0.84185,                  1.066,                 1.0856,                0.89738,                0.94241,                0.97289,                0.77451,                0.75982,                0.71312,                 1.0457,             0.00027604,             0.00027604,             0.00027604
                     50,                0.83546,                 1.0434,                 1.0837,                0.91774,                0.94752,                0.97934,                0.78688,                0.76724,                0.68348,                 1.0535,             0.00027084,             0.00027084,             0.00027084
                     51,                0.82162,                 1.0035,                 1.0751,                0.93654,                0.92456,                0.97806,                0.79359,                0.74551,                0.65289,                 1.0676,             0.00026563,             0.00026563,             0.00026563
                     52,                0.84298,                 1.0047,                  1.047,                0.93278,                0.90138,                0.96685,                0.78412,                0.75538,                0.65346,                 1.0851,             0.00026042,             0.00026042,             0.00026042
                     53,                0.75519,                0.94417,                 1.0566,                0.89091,                0.92919,                0.96005,                0.75727,                0.78411,                0.68553,                 1.1109,             0.00025522,             0.00025522,             0.00025522
                     54,                0.84539,                 1.0182,                 1.1082,                0.86653,                0.92001,                0.95066,                0.74868,                0.79369,                0.72945,                 1.1114,             0.00025001,             0.00025001,             0.00025001
                     55,                0.78844,                0.96412,                 1.0889,                0.88513,                0.89662,                0.93265,                0.75564,                0.76947,                0.76597,                 1.0773,              0.0002448,              0.0002448,              0.0002448
                     56,                0.82316,                0.97271,                 1.0644,                0.88153,                0.91614,                0.93617,                0.75867,                0.77788,                0.75756,                 1.0516,             0.00023959,             0.00023959,             0.00023959
                     57,                0.83238,                0.94258,                 1.0534,                0.91227,                0.93118,                0.96572,                0.76895,                0.80991,                0.69741,                 1.0546,             0.00023439,             0.00023439,             0.00023439
                     58,                0.90571,                0.99566,                 1.0904,                 0.9481,                 0.9349,                0.97767,                0.77289,                0.82581,                0.64086,                 1.0608,             0.00022918,             0.00022918,             0.00022918
                     59,                0.81767,                0.95858,                 1.0552,                0.93751,                 0.9713,                0.98208,                0.77951,                0.75825,                0.59815,                 1.0699,             0.00022397,             0.00022397,             0.00022397
                     60,                0.74546,                0.90143,                  1.018,                0.94004,                0.96878,                0.97104,                0.78045,                0.75466,                 0.5944,                 1.0908,             0.00021876,             0.00021876,             0.00021876
                     61,                0.81232,                0.92747,                  1.086,                0.93278,                0.95885,                0.96877,                0.77339,                 0.7537,                 0.5988,                 1.0953,             0.00021356,             0.00021356,             0.00021356
                     62,                0.78858,                0.94194,                 1.0615,                0.95301,                0.94842,                0.96964,                0.78337,                0.75213,                0.59813,                 1.0838,             0.00020835,             0.00020835,             0.00020835
